ticket_id,description,category,priority
T004728,VM template outdated with missing security patches,Virtualization,Medium
T008187,Calendar sync not working across devices,Email,High
T004937,"Issue throwing VMware, memory, datastore error",Virtualization,High
T000659,Network interface showing high packet loss,Network,High
T005518,RAID array degraded after disk failure,Storage,High
T006621,Deployment validation script exiting prematurely,DevOps,High
T001992,Database table locked preventing schema changes,Database,High
T006042,Alerting system flooding with false positive alerts,Monitoring,High
T000609,"Issue unable to interface, congestion, firewall, gateway error",Network,High
T000379,Network interface bonding showing poor performance,Network,High
T004349,VM disk I/O saturation during backup window,Virtualization,Low
T006095,Alert escalation policy not triggering correctly,Monitoring,Medium
T009371,Vendor API documentation outdated,Vendor,High
T000517,VLAN trunk port down affecting multiple subnets,Network,High
T009610,Vendor system unreachable during deployment,Vendor,High
T008373,Out of office reply not being sent,Email,Critical
T005578,"Issue experiencing deduplication, retention error",Storage,High
T003752,Security token refresh failing for API integration,Security,Medium
T000720,"Issue experiencing caching, response time, API, pool error",Application,Critical
T004275,Antivirus quarantine preventing application execution,Security,Critical
T009348,Vendor notification system not alerting properly,Vendor,High
T004791,Hypervisor memory pressure causing VM swapping,Virtualization,High
T000071,Cannot add new host to DNS zone,Network,Critical
T004490,Datastore latency causing VM performance degradation,Virtualization,High
T002346,AWS RDS backup failing with insufficient storage,Cloud,High
T002557,Kubernetes pod eviction due to memory pressure,Cloud,High
T005697,"Issue showing snapshot, SAN, retention, iSCSI error",Storage,High
T008794,Tape library robotic arm malfunction,Backup,High
T002189,SSL certificate expired on production server,Cloud,High
T003824,VPN access being blocked by security policy,Security,High
T008880,"Issue throwing verification, disaster recovery, retention, replication error",Backup,Medium
T007431,Keyboard and mouse intermittently disconnecting,Hardware,Low
T004730,VM template outdated with missing security patches,Virtualization,High
T001091,API rate limiting throttling legitimate requests,Application,Medium
T000541,"Issue cannot WAN, DNS, subnet error",Network,Medium
T001975,Database slow query log indicates problematic queries,Database,High
T000331,Network QoS policy not limiting bandwidth,Network,High
T003483,File permissions incorrect after backup restore,Unix,High
T002253,Container registry connection timeout during deployment,Cloud,High
T007604,Power supply failure on production server,Hardware,High
T002258,Load balancer not distributing traffic evenly,Cloud,High
T008109,Outlook profile corruption preventing email access,Email,High
T009343,"Issue experiencing compatibility, renewal error",Vendor,High
T007942,Slack integration not syncing notifications,Email,High
T004404,Resource allocation policy not enforcing quotas,Virtualization,High
T006087,"Issue experiencing anomaly, dashboard, DataDog error",Monitoring,High
T003480,Permission denied when accessing /opt/application directory,Unix,Medium
T002372,Terraform applying infrastructure changes failing,Cloud,High
T001039,Application database connection string incorrect after migration,Application,Critical
T000006,SSL handshake timeout on API endpoints,Network,High
T002344,AWS Lambda concurrency limit exceeded,Cloud,Critical
T004116,"Issue cannot quarantine, anomaly error",Security,Medium
T007044,Automated rollback not executing on failure,DevOps,Critical
T005524,SSD wear level approaching replacement threshold,Storage,High
T006498,Kubernetes ConfigMap not updating deployed pods,DevOps,High
T003157,Nginx master process hanging periodically,Unix,High
T000098,"Issue experiencing connectivity, VPN error",Network,High
T008037,"Issue causing meeting, IMAP error",Email,Critical
T004325,VM console access restricted due to certificate issue,Virtualization,Medium
T001993,Database connection pool exhausted,Database,High
T001176,"Issue experiencing crash, endpoint, outage, caching error",Application,Critical
T000126,Redundant network link down causing failover delay,Network,High
T005553,Storage array firmware update interrupted,Storage,High
T009738,"Issue throwing subscription, update error",Vendor,Medium
T004503,"Issue showing migration, VM, VMware, resource pool error",Virtualization,Medium
T009247,Recovery time objective not being met,Backup,Critical
T005227,SSD wear level approaching replacement threshold,Storage,High
T008233,Distribution list membership not updating,Email,High
T007436,"Issue unable to temperature, BIOS, server error",Hardware,High
T007184,"Issue unable to temperature, RAM, inventory error",Hardware,Critical
T001812,Redis memory usage approaching 100%,Database,High
T008710,Tape library robotic arm malfunction,Backup,Critical
T009093,"Issue unable to RTO, compression error",Backup,High
T003535,SSH service not responding on port 22,Unix,Medium
T000954,Application unable to reach database server,Application,Medium
T009148,Recovery time objective not being met,Backup,High
T009803,Vendor support response time exceeding SLA,Vendor,Medium
T002397,SSL certificate expired on production server,Cloud,Low
T003252,Backup process failing with permission errors,Unix,Low
T001794,MongoDB oplog size insufficient for replication,Database,Critical
T008908,Replication lag growing for backup mirror,Backup,Medium
T009418,API token refresh failing unexpectedly,Vendor,Low
T002279,"Issue cannot certificate, RDS, SSL, S3 error",Cloud,High
T000994,Apache server showing 503 error intermittently,Application,Low
T004224,"Issue experiencing detection, authentication, threat error",Security,Critical
T009780,"Issue throwing support ticket, third-party, compatibility error",Vendor,High
T002000,DynamoDB read capacity throttled during spike,Database,Low
T003881,Data exfiltration attempt detected and blocked,Security,High
T003560,File permissions incorrect after backup restore,Unix,High
T007633,"Issue showing repair, maintenance, desktop, disk error",Hardware,Medium
T007314,Printer toner cartridge incorrectly detected,Hardware,Medium
T007700,Laptop screen flickering intermittently,Hardware,High
T005570,Storage pool fragmentation increasing response time,Storage,High
T006761,Build cache corruption causing failed builds,DevOps,High
T009415,Third-party service returning 500 error,Vendor,Critical
T003723,Data exfiltration attempt detected and blocked,Security,High
T004311,Virtual machine suspended unexpectedly,Virtualization,High
T005605,NAS performance degrading during peak I/O,Storage,Medium
T009945,Support ticket escalation not proceeding,Vendor,High
T002393,"Issue cannot IAM, Terraform, VPC error",Cloud,High
T008722,Disaster recovery test unable to start,Backup,Critical
T009447,"Issue experiencing license, SaaS, update, renewal error",Vendor,High
T006407,Monitoring database retention policy not working,Monitoring,High
T000567,Network broadcast storm detected on VLAN,Network,High
T006295,Monitoring system out of sync with actual state,Monitoring,High
T002785,SSL certificate expired on production server,Cloud,Low
T005805,Prometheus metrics scrape failing for target,Monitoring,High
T004245,"Issue showing authentication, threat, detection, anomaly error",Security,High
T000921,Application crash after memory usage spike,Application,High
T002370,"Issue causing Docker, AWS, container, certificate error",Cloud,High
T005271,SSD wear level approaching replacement threshold,Storage,Medium
T006475,Secret management failing during deployment,DevOps,Critical
T005007,LUN mapping error preventing server access,Storage,Critical
T003816,"Issue cannot intrusion, prevention, malware error",Security,High
T002667,Docker container failing to start with OOM error,Cloud,Medium
T005236,NFS mount showing stale handle errors,Storage,Critical
T004471,"Issue showing template, VM, provisioning error",Virtualization,Critical
T005743,Monitoring compliance report generation failing,Monitoring,Critical
T003362,"Issue experiencing daemon, disk space, PAM error",Unix,Critical
T001203,Application crash after memory usage spike,Application,High
T008655,Backup encryption key inaccessible,Backup,High
T008776,"Issue experiencing disaster recovery, archival, cloud error",Backup,High
T007580,Network card hardware malfunction,Hardware,High
T004018,Firewall rule blocking legitimate business application,Security,High
T008935,Incremental backup verification failing,Backup,High
T007659,Power supply failure on production server,Hardware,Medium
T007364,Server cooling fan at maximum RPM,Hardware,High
T008471,Meeting room booking system not updating,Email,High
T005772,Log parser unable to process new event format,Monitoring,High
T002664,AWS Lambda concurrency limit exceeded,Cloud,Medium
T003390,Backup process failing with permission errors,Unix,Medium
T007837,Expansion card detection failure,Hardware,High
T009968,Integration webhook not triggering,Vendor,Medium
